अ ə
गैरवेव्हारा gɨjrəʋeʋɦara
गैरसमज gɨjrəsəmədʒə
गैरसमजच gɨjrəsəmədʒətʃə
गैरसमजणी gɨjrəsəmədʒəɳi
गैरसमजय gɨjrəsəmədʒəjə
गैरसमजा gɨjrəsəmədʒa
गैरसमजांतल्यान gɨjrəsəmədʒãt̪əljanə
गैरसमजाचो gɨjrəsəmədʒatʃo
गैरसमजान gɨjrəsəmədʒanə
गैरसोयीचे gɨjrəsojitʃe
गैरहजेरी gɨjrəɦədʒeri
गैरहाजिरींत gɨjrəɦadʒirĩt̪ə
गैरहाजीर gɨjrəɦadʒirə
गैहरजेरेंत gɨjɦərədʒerẽt̪ə
गॉड gɔɖə
गॉडफादर gɔɖəfad̪ərə
गॉडफादरांची gɔɖəfad̪ərãtʃi
गॉडफादर्साक gɔɖəfad̪ərsakə
गॉन्साल्वीसाची gɔnsalʋisatʃi
गॉन्साल्वीसान gɔnsalʋisanə
गॉर्डन gɔrɖənə
गो go
गोंझालेस gõdʒʱalesə
गोंडस gõɖəsə
गोंड्यांनी gõɖjãni
गोंदळ gõd̪əɭə
गोंदळच gõd̪əɭətʃə
गोंदळटाली gõd̪əɭəʈali
गोंदळांत gõd̪əɭãt̪ə
गोंदळाची gõd̪əɭatʃi
गोंदळाचो gõd̪əɭatʃo
गोंदळान gõd̪əɭanə
गोंदळ्ळ्यात gõd̪əɭɭjat̪ə
गोंभिर्यान gõbʱirjanə
गोंमंतक gõmə̃t̪əkə
गोंमतक gõmət̪əkə
गोंय gõjə
गोंयंकार gõjə̃karə
गोंयकार gõjəkarə
गोंयकारपण gõjəkarəpəɳə
गोंयकारपणा gõjəkarəpəɳa
गोंयकारा gõjəkara
गोंयकारां gõjəkarã
गोंयकारांक gõjəkarãkə
गोंयकारांकच gõjəkarãkətʃə
गोंयकारांकूय gõjəkarãkujə
गोंयकारांची gõjəkarãtʃi
गोंयकारांचीं gõjəkarãtʃĩ
गोंयकारांचे gõjəkarãtʃe
गोंयकारांचें gõjəkarãtʃẽ
गोंयकारांचेर gõjəkarãtʃerə
गोंयकारांचो gõjəkarãtʃo
गोंयकारांचोच gõjəkarãtʃotʃə
गोंयकारांच्या gõjəkarãtʃja
गोंयकारांच्यो gõjəkarãtʃjo
गोंयकारांनी gõjəkarãni
गोंयकारांनीच gõjəkarãnitʃə
गोंयकारांनो gõjəkarãno
गोंयकाराक gõjəkarakə
गोंयकाराची gõjəkaratʃi
गोंयकाराचें gõjəkaratʃẽ
गोंयकाराच्या gõjəkaratʃja
गोंयकारान gõjəkaranə
गोंयकारूय gõjəkarujə
गोंयच gõjətʃə
गोंयची gõjətʃi
गोंयचीं gõjətʃĩ
गोंयचीच gõjətʃitʃə
गोंयचे gõjətʃe
गोंयचें gõjətʃẽ
गोंयचेच gõjətʃetʃə
गोंयचेर gõjətʃerə
गोंयचो gõjətʃo
गोंयच्या gõjətʃja
गोंयच्यान gõjətʃjanə
गोंयच्यो gõjətʃjo
गोंयच्य़ा gõjətʃja
गोंयनूय gõjənujə
गोंयबाबां gõjəbabã
गोंयबाबान gõjəbabanə
गोंयभर gõjəbʱərə
गोंयभरच्या gõjəbʱərətʃja
गोंयभरांत gõjəbʱərãt̪ə
गोंयभरांतले gõjəbʱərãt̪əle
गोंयभरांतल्यान gõjəbʱərãt̪əljanə
गोंया gõja
गोंयां gõjã
गोंयांक gõjãkə
गोंयांत gõjãt̪ə
गोंयांतच gõjãt̪ətʃə
गोंयांतय gõjãt̪əjə
गोंयांतली gõjãt̪əli
गोंयांतलीं gõjãt̪əlĩ
गोंयांतले gõjãt̪əle
गोंयांतलें gõjãt̪əlẽ
गोंयांतलेंच gõjãt̪əlẽtʃə
गोंयांतलेच gõjãt̪əletʃə
गोंयांतलो gõjãt̪əlo
गोंयांतल्या gõjãt̪əlja
गोंयांतल्यान gõjãt̪əljanə
गोंयांतल्यो gõjãt̪əljo
गोंयांतूच gõjãt̪utʃə
गोंयांतूय gõjãt̪ujə
गोंयाक gõjakə
गोंयाकारांक gõjakarãkə
गोंयाकूय gõjakujə
गोंयाची gõjatʃi
गोंयाचेर gõjatʃerə
गोंयाचो gõjatʃo
गोंयात gõjat̪ə
गोंयातले gõjat̪əle
गोंयान gõjanə
गोंयानूय gõjanujə
गोंयूय gõjujə
गोंय्च्या gõjtʃja
गोएल goelə
गोकींची gokĩtʃi
गोकुळदास gokuɭəd̪asə
गोजड्यो godʒəɖjo
गोठेला goʈʰela
गोठेल्ल्या goʈʰellja
गोठो goʈʰo
गोठोवंक goʈʰoʋə̃kə
गोठ्यांत goʈʰjãt̪ə
गोठ्यांतलें goʈʰjãt̪əlẽ
गोठ्यांतल्या goʈʰjãt̪əlja
गोठ्यांतल्यान goʈʰjãt̪əljanə
गोड goɖə
गोडबोले goɖəbole
गोडशे goɖəʃe
गोडसे goɖəse
गोडाक goɖakə
गोडी goɖi
गोडेमूत goɖemut̪ə
गोड्डे goɖɖe
गोड्या goɖja
गोतमी got̪əmi
गोतावळो got̪aʋəɭo
गोदर god̪ərə
गोदावरी god̪aʋəri
गोध्रा god̪ʰra
गोपकपट्टन gopəkəpəʈʈənə
गोपनियतेच्या gopənijət̪etʃja
गोपांतल्यान gopãt̪əljanə
गोपांनी gopãni
गोपाल gopalə
गोपाळराव gopaɭəraʋə
गोपाळा gopaɭa
गोपीका gopika
गोपीनाथ gopinat̪ʰə
गोबरा gobəra
गोबी gobi
गोबेल gobelə
गोबेल्स gobelsə
गोबोर goborə
गोब्बोर gobborə
गोमंत gomə̃t̪ə
गोमंतक gomə̃t̪əkə
गोमंतकांत gomə̃t̪əkãt̪ə
गोमंन्तकाचे gomə̃nt̪əkatʃe
गोमटी goməʈi
गोमतकांची gomət̪əkãtʃi
गोमन्तका gomənt̪əka
गोमन्तकाचो gomənt̪əkatʃo
गोमन्तकान gomənt̪əkanə
गोमांचल gomãtʃələ
गोमाता gomat̪a
गोमिश gomiʃə
गोमॅकॉ gomɛkɔ
गोमेकॉ gomekɔ
गोमेकॉत gomekɔt̪ə
गोमेकॉतल्या gomekɔt̪əlja
गोम्स gomsə
गोम्सान gomsanə
गोय gojə
गोयंका gojə̃ka
गोयंकार gojə̃karə
गोयंच्या gojə̃tʃja
गोयकारांक gojəkarãkə
गोयची gojətʃi
गोयचे gojətʃe
गोयांत gojãt̪ə
गोयेंका gojẽka
गोरख्पूर gorəkʰpurə
गोरवां gorəʋã
गोरवांक gorəʋãkə
गोरवांची gorəʋãtʃi
गोरवांचे gorəʋãtʃe
गोरवांचो gorəʋãtʃo
गोरवांनी gorəʋãni
गोरी gori
गोरे gore
गोरेकाळे gorekaɭe
गोरेय gorejə
गोरो goro
गोरोगोरो gorogoro
गोऱया gorja
गोऱयांकूच gorjãkutʃə
गोऱ्या goja
गोऱ्यांविशीं gojãʋiʃĩ
गोल golə
गोला gola
गोलां golã
गोलांची golãtʃi
गोलांचे golãtʃe
गोलांत golãt̪ə
गोलांनी golãni
गोलाकार golakarə
गोलाचेर golatʃerə
गोलान golanə
गोलावेल्यान golaʋeljanə
गोली goli
गोलीन golinə
गोल्ड golɖə
गोल्यार goljarə
गोवंशाच्यो goʋə̃ʃatʃjo
गोवन goʋənə
गोवन्स goʋənsə
गोवा goʋa
गोवाकॅन goʋakɛnə
गोवाकॅनाचे goʋakɛnatʃe
गोवाकॅनान goʋakɛnanə
गोवाचे goʋatʃe
गोवापुरी goʋapuri
गोवाहितराखण goʋaɦit̪ərakʰəɳə
गोविंदाचार्य goʋĩd̪atʃarjə
गोविदमूय goʋid̪əmujə
गोवेकार goʋekarə
गोवेकारानूय goʋekaranujə
गोवोर्तसोवा goʋort̪əsoʋa
गोव्हेर्नादोराक goʋɦernad̪orakə
गोव्हेर्नादोरान goʋɦernad̪oranə
गोस्वामी gosʋami
गोस्वामीन gosʋaminə
गौडपादाचार्य gəuɖəpad̪atʃarjə
गौडपादाचार्यान gəuɖəpad̪atʃarjanə
गौण gəuɳə
गौतम gəut̪əmə
गौतमी gəut̪əmi
गौप्यस्फोटान gəupjəsfoʈanə
गौरव gəurəʋə
गौरवाच्या gəurəʋatʃja
ग् g
ग्रँड grəM’ɖə
ग्रंडीकाक grə̃ɖikakə
ग्रंथ grə̃t̪ʰə
ग्रंथा grə̃t̪ʰa
ग्रंथांच्या grə̃t̪ʰãtʃja
ग्रंथांत grə̃t̪ʰãt̪ə
ग्रंथाचेर grə̃t̪ʰatʃerə
ग्रंथाचो grə̃t̪ʰatʃo
ग्रंथान grə̃t̪ʰanə
ग्रंथालयांत grə̃t̪ʰaləjãt̪ə
ग्रज्युएट grədʒjueʈə
ग्रहपिडा grəɦəpiɖa
ग्रहांचेर grəɦãtʃerə
ग्रहांवेले grəɦãʋele
ग्रां grã
ग्राम gramə
ग्रामदेवता graməd̪eʋət̪a
ग्रामदेवतां graməd̪eʋət̪ã
ग्रामदेवतेचें graməd̪eʋət̪etʃẽ
ग्रामपंचायत graməpə̃tʃajət̪ə
ग्रामपंचायती graməpə̃tʃajət̪i
ग्रामपंचायतींक graməpə̃tʃajət̪ĩkə
ग्रामपंचायतीचें graməpə̃tʃajət̪itʃẽ
ग्रामसभा graməsəbʱa
ग्रामसभांनी graməsəbʱãni
ग्रामसभेंत graməsəbʱẽt̪ə
ग्रामसभेंतय graməsəbʱẽt̪əjə
ग्रामसभेक graməsəbʱekə
ग्रामस्थांचेर graməst̪ʰãtʃerə
ग्रामाक gramakə
ग्रामाची gramatʃi
ग्रामाचेर gramatʃerə
ग्रामाच्या gramatʃja
ग्रामीण gramiɳə
ग्रावंड graʋə̃ɖə
ग्राहाम graɦamə
ग्रिडांतल्यान griɖãt̪əljanə
ग्रिल्क्रिश्ट grilkriʃʈə
ग्रीक grikə
ग्रीड griɖə
ग्रीन grinə
ग्रीष्म griʂmə
ग्रीसाक grisakə
ग्रुप grupə
ग्रुपांतल्यान grupãt̪əljanə
ग्रुप्स grupsə
ग्रॅज्युएट grɛdʒjueʈə
ग्रॅण्ट grɛɳʈə
ग्रॅण्ड grɛɳɖə
ग्रॅण्डमास्टर grɛɳɖəmasʈərə
ग्रॅयम grɛjəmə
ग्रॅहम grɛɦəmə
ग्रेउला greula
ग्रेट greʈə
ग्रेटर greʈərə
ग्रेडिंग greɖĩgə
ग्रेफर्न grefərnə
ग्रेस gresə
ग्लास glasə
ग्लासगो glasəgo
ग्लासांत glasãt̪ə
ग्लॅमर glɛmərə
ग्लॅमरस glɛmərəsə
ग्लॅमराच्या glɛməratʃja
ग्वान्डोंग gʋanɖõgə
ग्वालियर gʋalijərə
घंवळी gʱə̃ʋəɭi
घट gʱəʈə
घटक gʱəʈəkə
घटकच gʱəʈəkətʃə
घटकय gʱəʈəkəjə
घटकराज्य gʱəʈəkəradʒjə
घटका gʱəʈəka
घटकां gʱəʈəkã
घटकांक gʱəʈəkãkə
घटकांची gʱəʈəkãtʃi
घटकांचे gʱəʈəkãtʃe
घटकांचें gʱəʈəkãtʃẽ
घटकांचो gʱəʈəkãtʃo
घटकांच्या gʱəʈəkãtʃja
घटकांतलो gʱəʈəkãt̪əlo
घटकांतल्या gʱəʈəkãt̪əlja
घटकांनी gʱəʈəkãni
घटकांपरस gʱəʈəkãpərəsə
घटकाक gʱəʈəkakə
घटकाचे gʱəʈəkatʃe
घटकाचें gʱəʈəkatʃẽ
घटकाचो gʱəʈəkatʃo
घटकान gʱəʈəkanə
घटकूय gʱəʈəkujə
घटकेक gʱəʈəkekə
घटकेकूय gʱəʈəkekujə
घटना gʱəʈəna
घटनादत्त gʱəʈənad̪ət̪t̪ə
घटनाबाह्य gʱəʈənabaɦjə
